bench_id,lat,lon,score,reviews,positive_count,negative_count
0,40.66971722,-73.97909872,0.0,0,0,0
1,40.62128185,-73.98787096,0.0,0,0,0
2,40.66867,-73.918081,0.0,0,0,0
3,40.827992,-73.849988,8.0,5,4,0
4,40.63596606,-73.94808213,4.0,5,2,0
5,40.79635489,-73.93501587,0.0,0,0,0
6,40.68067964,-73.95570549,-2.0,5,0,1
7,40.590881,-74.19196,0.0,0,0,0
8,40.749918,-73.910678,0.0,0,0,0
9,40.8784407,-73.87106973,0.0,0,0,0
10,40.82090005,-73.89651612,0.0,0,0,0
11,40.68602506,-74.00243341,0.0,0,0,0
12,40.823922,-73.893764,0.0,0,0,0
13,40.679666,-73.937803,0.0,0,0,0
14,40.62867014,-74.02883429,0.0,0,0,0
15,40.63842788,-73.98845678,6.0,5,4,1
16,40.615448,-74.037666,0.0,0,0,0
17,40.61021385,-74.16248549,0.0,0,0,0
18,40.851181,-73.847842,0.0,5,0,0
19,40.66746437,-73.86244949,0.0,0,0,0
20,40.67215433,-73.97731963,0.0,0,0,0
21,40.638743,-74.132956,0.0,5,0,0
22,40.77857758,-73.97780087,0.0,0,0,0
23,40.84740833,-73.92009812,0.0,0,0,0
24,40.839559,-73.905116,0.0,0,0,0
25,40.6411897,-74.00394061,0.0,0,0,0
26,40.84780043,-73.93781625,0.0,0,0,0
27,40.73042493,-73.98910887,3.333333333333333,6,2,0
28,40.836676,-73.885416,0.0,0,0,0
29,40.69891573,-73.93498136,0.0,0,0,0
30,40.64290288,-73.97896212,0.0,0,0,0
31,40.714541,-73.991104,0.0,3,0,0
32,40.84924288,-73.93333526,4.0,5,2,0
33,40.808727,-73.921782,0.0,0,0,0
34,40.70376629,-73.88425395,0.0,0,0,0
35,40.801685,-73.95917,0.0,0,0,0
36,40.669935,-73.907033,0.0,0,0,0
37,40.632918,-74.027094,0.0,0,0,0
38,40.73554407,-73.71612039,4.0,5,2,0
39,40.816879,-73.947646,0.0,0,0,0
40,40.74459759,-73.97617592,0.0,2,0,0
41,40.76003,-73.961472,0.0,0,0,0
42,40.747915,-74.004472,0.0,0,0,0
43,40.702696,-73.799915,0.0,0,0,0
44,40.839047,-73.914197,0.0,0,0,0
45,40.77617883,-73.95284453,2.0,5,1,0
46,40.848286,-73.901139,0.0,0,0,0
47,40.74851615,-73.81669685,0.0,0,0,0
48,40.701456,-73.943282,0.0,0,0,0
49,40.598501,-74.081128,0.0,0,0,0
50,40.74917219,-73.8904424,0.0,0,0,0
51,40.85227,-73.91382,0.0,0,0,0
52,40.57648,-73.967453,2.0,5,2,1
53,40.82640226,-73.94689351,4.0,5,2,0
54,40.66940522,-73.86466676,0.0,0,0,0
55,40.845966,-73.937986,0.0,0,0,0
56,40.6762663,-73.98038076,0.0,0,0,0
57,40.74495186,-73.88707825,0.0,2,0,0
58,40.818282,-73.92656,2.0,5,1,0
59,40.746935,-73.981651,0.0,0,0,0
60,40.65502315,-73.95010052,0.0,0,0,0
61,40.70016105,-73.94806154,0.0,0,0,0
62,40.80659306,-73.93851048,0.0,0,0,0
63,40.727264,-74.003497,0.0,0,0,0
64,40.66057216,-73.95071669,10.0,1,1,0
65,40.73033677,-74.00265114,0.0,0,0,0
66,40.72408183,-73.97562312,0.0,0,0,0
67,40.62454682,-74.14145946,0.0,0,0,0
68,40.599739,-73.948877,0.0,0,0,0
69,40.824041,-73.948333,4.0,5,2,0
70,40.60749398,-73.94300823,0.0,0,0,0
71,40.895653,-73.896605,0.0,0,0,0
72,40.57398359,-74.11661816,0.0,0,0,0
73,40.689309,-73.9243,0.0,0,0,0
74,40.668637,-73.870154,0.0,0,0,0
75,40.75533667,-73.88652127,0.0,0,0,0
76,40.833455,-73.858092,6.0,5,3,0
77,40.817824,-73.960638,0.0,0,0,0
78,40.679894,-73.762194,0.0,0,0,0
79,40.834529,-73.829206,0.0,0,0,0
80,40.83264841,-73.91391527,0.0,0,0,0
81,40.86127888,-73.85603357,0.0,0,0,0
82,40.861503,-73.890784,0.0,5,0,0
83,40.70474439,-74.00783641,0.0,0,0,0
84,40.781551,-73.827521,0.0,0,0,0
85,40.63366241,-74.02974655,6.0,5,4,1
86,40.837518,-73.938484,0.0,0,0,0
87,40.68455815,-73.96100365,0.0,0,0,0
88,40.64181402,-73.98134906,0.0,0,0,0
89,40.81507099,-73.93580088,0.0,0,0,0
90,40.674382,-73.982072,0.0,0,0,0
91,40.74425096,-73.92410262,0.0,0,0,0
92,40.63239458,-73.94703795,0.0,0,0,0
93,40.62533546,-74.1352524,0.0,0,0,0
94,40.67567194,-73.8710941,0.0,0,0,0
95,40.74864926,-73.89170807,0.0,0,0,0
96,40.75510806,-73.94145972,0.0,0,0,0
97,40.85852417,-73.90371722,0.0,0,0,0
98,40.80077634,-73.94014016,0.0,3,0,0
99,40.62073283,-74.0247608,0.0,0,0,0
100,40.824656,-73.946491,4.0,5,2,0
101,40.66309274,-73.96183764,0.0,0,0,0
102,40.603319,-73.753659,2.307692307692308,13,3,0
103,40.6637957,-73.75941267,0.0,0,0,0
104,40.80801114,-73.9560673,0.0,0,0,0
105,40.71673018,-73.90184668,0.0,0,0,0
106,40.610972,-73.920438,0.0,0,0,0
107,40.60445,-73.752868,3.75,8,3,0
108,40.822948,-73.86871,0.0,0,0,0
109,40.74501723,-73.93233084,0.0,0,0,0
110,40.714085,-73.777516,0.0,0,0,0
111,40.69019734,-73.85012146,0.0,0,0,0
112,40.76333756,-73.92122966,0.0,0,0,0
113,40.6607157,-73.90854046,0.0,0,0,0
114,40.72746067,-74.00810553,0.0,0,0,0
115,40.7049053,-73.74010675,0.0,0,0,0
116,40.75553542,-73.88656661,0.0,0,0,0
117,40.80314193,-73.94844156,0.0,0,0,0
118,40.685647,-73.915662,6.0,5,3,0
119,40.66929,-73.906642,0.0,0,0,0
120,40.631519,-74.02191,0.0,0,0,0
121,40.74001249,-73.98617859,0.0,0,0,0
122,40.835528,-73.869677,0.0,0,0,0
123,40.70689407,-73.75367937,2.0,5,1,0
124,40.841033,-73.882453,0.0,0,0,0
125,40.694587,-73.952485,0.0,0,0,0
126,40.74379717,-73.88449485,0.0,2,0,0
127,40.687937,-73.986831,0.0,0,0,0
128,40.610265,-73.985298,0.0,0,0,0
129,40.748388,-73.949308,0.0,0,0,0
130,40.66493312,-73.7584018,0.0,0,0,0
